Timestamp,Record number,Average Water Speed,Average Water Direction,Chlorophyll,Temperature,Dissolved Oxygen,Dissolved Oxygen (%Saturation),pH,Salinity,Specific Conductance,Turbidity
2023/11/29 10:00,7168,22.593,159.045,0.548,25.408,,,7.942,35.417,53.639,1.733
2023/11/29 10:30,7169,26.302,187.206,0.592,25.34,,,7.949,35.437,53.664,2.057
2023/11/29 11:00,7170,29.543,343.59,0.477,25.411,,,7.951,35.393,53.607,1.493
2023/11/29 11:30,7171,18.555,205.33,0.426,25.604,,,7.938,35.408,53.634,1.788
2023/11/29 12:00,7172,19.68,133.948,0.585,25.694,,,7.946,35.426,53.661,2.134
2023/11/29 12:30,7173,6.954,331.323,1.391,25.493,6.308,94.137,7.983,35.416,53.641,4.817
2023/11/29 13:00,7174,2.397,281.291,0.22,25.692,6.223,93.232,7.969,35.503,53.764,1.72
2023/11/29 13:30,7175,20.378,28.452,0.459,25.585,6.182,92.419,7.974,35.462,53.705,1.808
2023/11/29 14:00,7176,3.749,45.537,1.047,25.762,6.283,94.259,7.972,35.525,53.796,1.86
2023/11/29 14:30,7177,32.813,61.157,0.422,25.971,6.054,,7.941,35.458,53.713,1.649
2023/11/29 15:00,7178,20.732,256.946,0.699,26.107,6.142,92.675,7.945,35.522,53.804,2.046
2023/11/29 15:30,7179,23.178,251.493,1.101,25.883,6.136,92.248,7.953,35.534,53.813,2.63
2023/11/29 16:00,7180,7.816,112.803,0.946,26.34,,,7.918,35.535,53.829,1.709
2023/11/29 16:30,7181,8.103,37.837,1.091,26.234,,,7.902,35.578,53.884,1.334
2023/11/29 17:00,7182,39.532,306.825,1.461,26.265,,,7.901,35.533,53.825,1.663
2023/11/29 17:30,7183,13.862,129.691,1.572,26.335,,,,35.562,53.865,1.5
2023/11/29 18:00,7184,24.839,289.726,1.126,26.223,,,,35.518,53.802,1.706
2023/11/29 18:30,7185,23.634,299.834,1.365,25.949,,,7.907,35.537,53.819,1.34
2023/11/29 19:00,7186,17.471,313.837,1.331,25.829,,,7.941,35.533,53.809,1.435
2023/11/29 19:30,7187,9.489,58.906,1.064,26.039,,,7.904,35.505,53.778,1.352
2023/11/29 20:00,7188,1.493,6.154,2.735,25.872,6.3,94.65,7.974,35.467,53.722,2.233
2023/11/29 20:30,7189,6.11,2.496,2.223,25.892,6.415,96.396,7.978,35.447,53.696,2.009
2023/11/29 21:00,7190,23.562,126.453,2.368,25.955,6.577,98.952,7.989,35.459,53.714,2.542
2023/11/29 21:30,7191,13.501,31.047,2.431,25.993,6.425,96.72,7.979,35.454,53.708,2.454
2023/11/29 22:00,7192,11.542,112.382,2.276,26.052,6.439,97.03,7.976,35.452,53.708,2.002
2023/11/29 22:30,7193,12.9,138.978,1.446,26.08,6.39,96.32,7.976,35.447,53.702,1.613
2023/11/29 23:00,7194,27.705,228.107,1.082,26.042,6.138,92.455,7.962,35.422,53.668,1.473
2023/11/29 23:30,7195,11.119,316.245,1.89,26.005,6.199,93.34,7.975,35.448,53.701,1.6
2023/11/30 0:00,7196,22.421,240.663,0.46,25.946,,,7.939,35.439,53.687,1.323
2023/11/30 0:30,7197,10.53,256.974,1.261,25.869,6.044,,7.971,35.458,53.709,1.346
2023/11/30 1:00,7198,6.186,50.308,1.363,25.831,6.032,,7.966,35.446,53.693,1.567
2023/11/30 1:30,7199,27.794,322.363,1.592,25.741,6.051,,7.968,35.407,53.636,1.566
2023/11/30 2:00,7200,23.213,266.336,1.404,25.712,6.011,,7.968,35.421,53.654,1.619
2023/11/30 2:30,7201,21.745,87.784,1.359,25.739,,,7.952,35.452,53.698,1.355
2023/11/30 3:00,7202,16.382,130.872,0.814,25.688,,,7.951,35.405,53.633,1.56
2023/11/30 3:30,7203,15.203,174.666,0.69,25.685,,,7.95,35.412,53.642,1.409
2023/11/30 4:00,7204,12.442,7.396,1.024,25.689,,,7.932,35.411,53.64,1.263
2023/11/30 4:30,7205,15.146,271.95,0.418,25.666,,,7.911,35.403,53.629,1.133
2023/11/30 5:00,7206,12.387,124.992,,25.644,,,,35.435,53.671,1.189
2023/11/30 5:30,7207,6.823,34.261,,25.62,,,,35.351,53.557,1.234
2023/11/30 6:00,7208,14.713,190.346,0.501,25.613,,,7.913,35.448,53.688,1.813
2023/11/30 6:30,7209,28.317,151.6,1.138,25.636,6.038,,7.964,35.449,53.69,1.908
2023/11/30 7:00,7210,10.499,324.432,0.632,25.67,,,7.941,35.407,53.634,1.684
2023/11/30 7:30,7211,4.384,234.228,0.966,25.759,6.103,,7.961,35.405,53.634,1.87
2023/11/30 8:00,7212,33.662,139.18,1.442,25.875,6.206,93.217,7.966,35.42,53.659,1.881
2023/11/30 8:30,7213,10.448,67.336,1.091,26.154,6.139,92.681,7.962,35.479,53.748,1.998
2023/11/30 9:00,7214,2.92,296.966,1.317,26.3,6.018,,7.955,35.52,53.808,2.134
2023/11/30 9:30,7215,22.431,98.994,1.278,26.478,,,7.944,35.549,53.854,3.122
2023/11/30 9:30,7216,22.431,98.994,1.278,26.478,,,7.944,35.549,53.854,3.122
2023/11/30 10:00,7217,8.007,235.035,0.472,26.771,6.082,92.804,7.944,35.552,53.868,2.11
2023/11/30 10:30,7218,14.702,226.942,0.867,27.006,6.462,98.97,7.963,35.508,53.818,2.111
2023/11/30 11:00,7219,21.475,316.478,0.501,26.977,6.238,95.463,7.936,35.463,53.757,1.621
2023/11/30 11:30,7220,48.667,59.989,0.216,27.192,6.296,96.701,7.933,35.488,53.799,1.715
2023/11/30 12:00,7221,36.027,339.802,0.201,27.338,6.33,97.459,7.939,35.492,53.81,1.466
2023/11/30 12:30,7222,5.177,262.25,,,,,,,,
2023/11/30 13:00,7223,8.548,259.731,,,,,,,,
2023/11/30 13:30,7224,11.092,111.005,1.156,27.015,6.324,96.956,7.963,35.672,54.04,1.367
2023/11/30 14:00,7225,38.093,339.431,0.576,27.16,6.413,98.573,7.974,35.707,54.092,1.809
2023/11/30 14:30,7226,22.649,253.85,0.702,27.149,6.545,100.589,7.974,35.729,54.122,0.923
2023/11/30 15:00,7227,21.447,273.78,0.758,27.139,6.383,98.079,7.976,35.708,54.092,0.876
2023/11/30 15:30,7228,16.104,6.057,1.441,27.075,6.326,97.093,7.964,35.711,54.094,1.326
2023/11/30 16:00,7229,51.645,306.071,1.871,27.295,6.746,103.896,7.996,35.668,54.045,1.187
2023/11/30 16:30,7230,29.699,295.718,1.813,27.274,6.918,106.55,7.992,35.752,54.157,1.034
2023/11/30 17:00,7231,30.194,244.067,2.398,27.343,6.957,107.276,7.998,35.745,54.15,1.19
2023/11/30 17:30,7232,26.893,7.999,2.878,27.184,6.929,106.575,8.001,35.765,54.17,1.187
2023/11/30 18:00,7233,18.303,22.947,3.187,26.962,7.107,108.872,8.016,35.682,54.051,1.51
2023/11/30 18:30,7234,17.828,355.779,2.105,26.906,6.722,102.889,7.99,35.708,54.083,0.746
2023/11/30 19:00,7235,7.165,15.401,2.12,26.885,6.46,98.818,7.974,35.662,54.02,0.883
2023/11/30 19:30,7236,18.24,333.848,1.583,26.787,6.274,95.817,7.967,35.679,54.04,0.481
2023/11/30 20:00,7237,25.145,191.657,0.929,26.801,6.014,,7.969,35.702,54.071,0.584
2023/11/30 20:30,7238,16.182,209.831,2.944,26.881,6.8,104.042,8.009,35.727,54.108,0.642
2023/11/30 21:00,7239,44.583,120.435,2.895,26.936,6.781,103.847,8.012,35.718,54.098,0.826
2023/11/30 21:30,7240,47.293,150.067,2.932,27.092,7.064,108.468,8.022,35.726,54.115,1.18
2023/11/30 22:00,7241,14.401,193.9,2.65,27.192,6.975,107.282,8.016,35.731,54.126,1.071
2023/11/30 22:30,7242,25.832,260.382,1.959,27.204,7.01,107.84,8.017,35.729,54.123,0.993
2023/11/30 23:00,7243,31.462,212.173,1.994,27.151,6.927,106.467,8.018,35.718,54.106,1.114
2023/11/30 23:30,7244,14.771,280.591,2.43,27.123,6.93,106.465,8.015,35.719,54.106,0.784
2023/12/1 0:00,7245,19.432,279.987,0.164,27.1,,,7.929,35.72,54.107,0.393
2023/12/1 0:30,7246,11.833,150.002,0.484,27.035,,,7.957,35.72,54.105,0.335
2023/12/1 1:00,7247,16.637,266.595,0.573,26.995,6.082,93.241,7.973,35.722,54.105,0.376
2023/12/1 1:30,7248,7.057,237.761,0.48,26.943,6.379,97.703,7.99,35.72,54.1,0.527
2023/12/1 2:00,7249,14.732,232.784,0.507,26.855,,,8.005,35.69,54.057,0.359
2023/12/1 2:30,7250,9.872,136.702,1.011,26.864,6.469,98.933,8.001,35.688,54.054,0.515
2023/12/1 3:00,7251,3.782,104.493,0.522,26.811,,,7.982,35.666,54.023,0.6
2023/12/1 3:30,7252,25.627,78.666,0.809,26.847,6.341,96.945,7.99,35.69,54.057,0.473
2023/12/1 4:00,7253,49.473,351.766,0.773,26.776,,,7.971,35.648,53.998,0.413
2023/12/1 4:30,7254,37.651,78.875,0.453,26.768,,,7.953,35.661,54.015,0.459
2023/12/1 5:00,7255,16.761,265.856,0.159,26.714,,,7.929,35.654,54.004,0.404
2023/12/1 5:30,7256,6.649,140.329,0.484,26.658,,,7.927,35.651,53.997,0.54
2023/12/1 6:00,7257,16.957,329.709,0.15,26.638,,,,35.654,54,0.466
2023/12/1 6:30,7258,10.558,203.7,0.269,26.635,,,7.926,35.662,54.011,0.535
2023/12/1 7:00,7259,37.611,169.133,0.247,26.672,,,7.97,35.666,54.018,0.468
2023/12/1 7:30,7260,49.283,181.882,0.408,26.739,,,7.964,35.679,54.037,0.49
2023/12/1 8:00,7261,5.068,173.124,0.652,26.784,6.026,92.022,7.99,35.662,54.017,0.864
2023/12/1 8:30,7262,15.725,312.029,0.742,27.026,6.642,101.859,8.001,35.695,54.07,0.971
2023/12/1 9:00,7263,9.619,149.238,0.606,27.367,6.816,105.139,8.007,35.724,54.123,0.92
2023/12/1 9:30,7264,31.736,238.264,1.051,27.423,6.474,99.946,7.982,35.707,54.103,1.066
2023/12/1 9:30,7265,31.736,238.264,1.051,27.423,6.474,99.946,7.982,35.707,54.103,1.066
2023/12/1 10:00,7266,3.897,249.855,1.186,27.639,6.561,101.667,7.987,35.74,54.155,0.931
2023/12/1 10:30,7267,14.429,37.919,0.98,27.286,6.216,95.789,7.98,35.809,54.233,1.857
2023/12/1 11:00,7268,31.065,259.534,1.414,27.419,6.245,96.45,7.978,35.814,54.245,1.628
2023/12/1 11:30,7269,31.698,145.229,1.192,27.497,6.319,97.723,7.978,35.826,54.265,1.788
2023/12/1 12:00,7270,12.522,207.734,0.759,27.555,6.223,96.354,7.976,35.85,54.3,1.353
2023/12/1 12:30,7271,6.309,142.754,1.214,27.425,6.251,96.592,7.978,35.892,54.351,2.014
2023/12/1 13:00,7272,19.539,291.297,1.225,27.432,6.337,97.925,7.983,35.878,54.332,2.28
2023/12/1 13:30,7273,26.32,224.887,0.741,27.981,6.39,99.632,7.973,35.85,54.317,1.25
2023/12/1 14:00,7274,36.147,319.522,1.448,27.659,6.593,102.239,7.991,35.847,54.3,1.592
2023/12/1 14:30,7275,38.54,245.705,0.791,27.694,6.638,102.986,7.987,35.808,54.249,1.346
2023/12/1 15:00,7276,51.297,55.103,2.429,27.556,6.595,102.082,7.99,35.797,54.228,1.318
2023/12/1 15:30,7277,49.16,284.645,2.493,27.544,6.434,99.539,7.978,35.763,54.182,1.251
2023/12/1 16:00,7278,62.314,12.157,2.508,27.526,6.27,96.98,7.966,35.738,54.148,1.12
2023/12/1 16:30,7279,27.94,358.697,2.874,27.562,6.666,103.173,7.996,35.772,54.195,1.186
2023/12/1 17:00,7280,26.592,334.273,2.089,27.715,6.647,103.126,7.992,35.735,54.152,0.953
2023/12/1 17:30,7281,9.918,134.583,2.39,27.731,6.871,106.644,8.006,35.783,54.217,1.108
2023/12/1 18:00,7282,15.14,115.331,2.202,27.729,6.708,104.118,8,35.775,54.206,0.701
2023/12/1 18:30,7283,29.015,33.475,3.365,27.549,6.747,104.409,8.002,35.774,54.198,3.169
2023/12/1 19:00,7284,7.557,299.443,1.884,27.385,6.469,99.848,7.989,35.788,54.21,1.392
2023/12/1 19:30,7285,4.992,128.109,2.194,27.599,6.506,100.77,7.989,35.764,54.186,0.895
2023/12/1 20:00,7286,11.238,113.186,1.294,27.424,,,7.943,35.781,54.202,0.962
2023/12/1 20:30,7287,34.961,280.574,0.859,27.335,,92.028,7.964,35.739,54.142,0.572
2023/12/1 21:00,7288,34.953,77.508,1.102,27.381,,,7.977,35.721,54.12,0.492
2023/12/1 21:30,7289,60.123,127.474,0.968,27.319,6.032,92.973,7.971,35.745,54.149,0.708
2023/12/1 22:00,7290,29.343,122.892,0.685,27.274,6.091,93.819,7.97,35.74,54.141,0.442
2023/12/1 22:30,7291,22.94,53.107,0.92,27.2,6.089,93.691,7.974,35.758,54.162,0.694
2023/12/1 23:00,7292,39.617,5.145,1.276,27.116,6.113,93.897,7.998,35.721,54.109,1.264
2023/12/1 23:30,7293,32.663,131.47,1.522,27.073,6.444,98.954,8.008,35.792,54.203,1.298
2023/12/2 0:00,7294,18.637,179.317,0.758,27.069,6.222,95.54,7.991,35.791,54.201,0.823
2023/12/2 0:30,7295,18.496,95.513,0.538,27.044,,,7.968,35.785,54.192,1.065
2023/12/2 1:00,7296,20.435,66.234,0.813,26.951,6.199,94.971,7.988,35.72,54.101,0.653
2023/12/2 1:30,7297,12.788,242.563,1.012,26.913,6.21,95.012,8.004,35.623,53.969,1.549
2023/12/2 2:00,7298,8.655,21.571,0.988,26.869,6.244,95.452,7.996,35.6,53.936,1.24
2023/12/2 2:30,7299,8.646,69.507,0.572,26.79,,,7.97,35.365,53.618,1.049
2023/12/2 3:00,7300,22.925,289.863,0.68,26.752,,,8.007,35.225,53.428,0.571
2023/12/2 3:30,7301,9.868,184.98,,26.727,,,7.928,35.278,53.498,0.462
2023/12/2 4:00,7302,9.582,41.406,0.226,26.392,,,7.989,34.971,53.073,0.345
2023/12/2 4:30,7303,7.605,82.443,0.425,26.784,,,7.938,35.37,53.624,0.826
2023/12/2 5:00,7304,23.209,126.533,0.595,26.821,,,7.921,35.371,53.627,0.598
2023/12/2 5:30,7305,9.564,332.328,0.337,26.886,,,7.949,35.455,53.742,0.732
2023/12/2 6:00,7306,8.29,336.325,0.195,26.889,,,7.937,35.46,53.749,0.936
2023/12/2 6:30,7307,28.644,206.702,0.101,26.484,,,7.93,35.224,53.417,0.694
2023/12/2 7:00,7308,2.981,161.985,0.13,26.678,,,7.94,35.363,53.611,0.867
2023/12/2 7:30,7309,8.805,64.171,,26.78,,,7.941,35.415,53.684,0.738
2023/12/2 8:00,7310,4.947,142.585,0.337,26.83,,,7.959,35.391,53.654,0.918
2023/12/2 8:30,7311,30.262,179.293,0.995,26.809,6.186,94.356,7.99,35.362,53.614,1.576
2023/12/2 9:00,7312,36.694,31.722,1.48,27.254,,92.135,7.965,35.473,53.781,0.82
2023/12/2 9:30,7313,35.245,38.198,2.056,27.205,6.142,94.362,7.978,35.505,53.822,1.886
2023/12/2 9:30,7314,35.245,38.198,2.056,27.205,6.142,94.362,7.978,35.505,53.822,1.886
2023/12/2 10:00,7315,1.299,51.996,1.295,27.461,6.342,97.887,8.001,35.565,53.913,1.521
2023/12/2 10:30,7316,24.337,49.635,1.038,27.495,6.419,99.129,8,35.559,53.907,1.194
2023/12/2 11:00,7317,25.133,98.499,1.457,27.504,6.022,93.069,7.985,35.669,54.055,2.205
2023/12/2 11:30,7318,26.549,146.415,1.797,27.427,,,7.985,35.561,53.906,2.007
2023/12/2 12:00,7319,8.665,102.636,0.956,27.44,,,7.982,35.58,53.932,2.568
2023/12/2 12:30,7320,17.639,222.582,0.676,27.616,,,7.969,35.587,53.949,1.895
2023/12/2 13:00,7321,14.844,208.792,0.924,27.543,6.128,94.697,7.973,35.536,53.877,1.528
2023/12/2 13:30,7322,21.306,202.624,0.497,27.64,6.022,93.213,7.973,35.56,53.914,1.421
2023/12/2 14:00,7323,0.87,8.415,1.196,27.952,6.909,107.461,8.007,35.501,53.847,1.102
2023/12/2 14:30,7324,25.421,175.839,1.8,27.413,6.036,93.094,7.984,35.566,53.912,1.459
2023/12/2 15:00,7325,27.651,139.662,1.683,27.324,,,7.986,35.534,53.866,1.238
2023/12/2 15:30,7326,34.98,184.033,1.367,27.557,6.207,95.948,7.994,35.56,53.91,1.429
2023/12/2 16:00,7327,31.399,251.904,2.026,27.523,6.099,94.207,7.991,35.528,53.866,1.114
2023/12/2 16:30,7328,30.883,155.442,1.024,27.558,6.118,94.516,7.994,35.444,53.754,0.777
2023/12/2 17:00,7329,24.424,138.566,1.2,27.672,6.151,95.232,7.995,35.508,53.845,1.121
2023/12/2 17:30,7330,15.611,109.392,1.15,27.595,6.368,98.482,7.999,35.521,53.86,1.006
2023/12/2 18:00,7331,41.142,251.044,2.307,27.412,6.324,97.495,8.013,35.509,53.835,1.354
2023/12/2 18:30,7332,55.807,190.87,0.978,27.439,,,7.984,35.53,53.865,0.833
2023/12/2 19:00,7333,45.038,119.662,0.976,27.399,,,7.988,35.481,53.797,0.51
2023/12/2 19:30,7334,7.59,106.387,0.367,27.366,,,7.96,35.454,53.76,0.417
2023/12/2 20:00,7335,14.744,228.792,1.285,27.299,6.289,96.732,8.004,35.42,53.711,0.978
2023/12/2 20:30,7336,15.327,65.486,1.248,27.188,6.215,95.389,8.006,35.351,53.614,0.769
2023/12/2 21:00,7337,29.07,58.506,1.463,27.223,6.332,97.274,8.008,35.439,53.734,0.83
2023/12/2 21:30,7338,22.061,179.547,0.58,27.219,,,7.983,35.478,53.786,0.531
2023/12/2 22:00,7339,19.818,1.461,0.781,27.081,6.365,97.538,8.015,35.394,53.668,0.649
2023/12/2 22:30,7340,12.214,272.41,0.914,27.193,6.353,97.444,8.008,35.247,53.475,0.626
2023/12/2 23:00,7341,13.211,359.081,0.779,27.125,6.401,97.978,8.013,35.069,53.233,0.608
2023/12/2 23:30,7342,12.851,8.464,0.739,27.203,6.416,98.376,8.014,35.143,53.335,0.75
2023/12/3 0:00,7343,14.758,145.171,0.855,27.154,6.399,98.027,8.014,35.134,53.321,0.574
2023/12/3 0:30,7344,30.686,278.956,0.694,27.094,6.407,97.97,8.014,34.973,53.101,1.019
2023/12/3 1:00,7345,29.93,331.736,0.873,27.046,6.258,95.576,8.025,34.91,53.015,0.649
2023/12/3 1:30,7346,16.475,208.59,0.83,26.86,6.296,95.737,8.037,34.688,52.708,0.721
2023/12/3 2:00,7347,22.458,189.383,1.06,26.761,6.317,95.905,8.027,34.691,52.708,1.102
2023/12/3 2:30,7348,31.148,206.623,0.226,26.789,,,8.003,34.74,52.775,0.675
2023/12/3 3:00,7349,19.206,272.492,0.128,26.85,,,8.007,34.815,52.88,0.538
2023/12/3 3:30,7350,16.536,288.727,0.642,26.835,6.126,93.204,8.017,34.855,52.932,0.636
2023/12/3 4:00,7351,41.528,284.349,0.403,26.711,6.18,93.82,8.019,34.841,52.909,0.795
2023/12/3 4:30,7352,19.945,237.087,0.338,26.599,,,8.015,34.865,52.937,0.595
2023/12/3 5:00,7353,23.816,220.167,,26.523,,,8.021,34.845,52.908,0.615
2023/12/3 5:30,7354,15.353,341.956,0.127,26.477,,,8.009,34.855,52.92,0.727
2023/12/3 6:00,7355,14.751,324.963,,26.464,,,7.997,34.867,52.935,0.642
2023/12/3 6:30,7356,9.522,65.545,0.128,26.368,,,7.988,34.854,52.914,0.996
2023/12/3 7:00,7357,17.595,314.385,0.1,26.428,,,8.001,34.857,52.92,1.078
2023/12/3 7:30,7358,17.187,348.546,0.268,26.526,,,8.002,34.879,52.954,0.994
2023/12/3 8:00,7359,18.657,17.315,1.031,26.63,,,7.995,34.875,52.951,1.554
2023/12/3 8:30,7360,17.071,319.076,0.54,26.714,6.031,,8.007,34.899,52.987,1.295
2023/12/3 9:00,7361,25.94,43.141,0.443,26.919,,,7.999,34.858,52.94,0.782
2023/12/3 9:30,7362,23.324,93.192,0.672,27.198,6.342,97.132,8.006,34.947,53.07,0.969
2023/12/3 9:30,7363,23.324,93.192,0.672,27.198,6.342,97.132,8.006,34.947,53.07,0.969
2023/12/3 10:00,7364,60.454,39.216,0.962,27.394,6.435,98.857,8.009,34.926,53.05,1.288
2023/12/3 10:30,7365,3.542,262.651,2.059,27.425,6.647,102.178,8.021,34.939,53.069,3.525
2023/12/3 11:00,7366,9.033,346.533,1.681,27.618,6.819,105.193,8.027,35.023,53.189,1.783
2023/12/3 11:30,7367,33.709,1.06,2.561,27.883,7.06,109.438,8.034,35.115,53.324,1.585
2023/12/3 12:00,7368,15.983,93.583,1.87,,7.231,,8.049,35.154,53.386,1.441
2023/12/3 12:30,7369,31.545,208.595,1.313,,7.163,111.822,8.041,35.21,53.469,1.368
2023/12/3 13:00,7370,7.345,154.614,0.882,,7.097,111.04,8.033,35.226,53.496,1.087
2023/12/3 13:30,7371,36.852,66.055,1.559,,7.207,,8.039,35.243,53.522,1.374
2023/12/3 14:00,7372,15.465,177.966,1.091,,7.279,,8.039,35.263,53.554,1.303
2023/12/3 14:30,7373,2.726,20.751,0.899,,7.438,,8.041,35.241,53.522,1.094
2023/12/3 15:00,7374,7.654,60.018,1.628,,7.527,,8.046,35.238,53.521,1.155
2023/12/3 15:30,7375,4.125,29.136,1.14,,7.447,,8.04,35.269,53.562,1.113
2023/12/3 16:00,7376,10.726,236.209,1.156,,7.43,,8.043,35.287,53.592,1.004
2023/12/3 16:30,7377,37,334.062,1.336,,7.77,,8.057,35.33,53.641,1.066
2023/12/3 17:00,7378,12.42,68.16,1.597,,7.644,,8.046,35.316,53.619,1.376
2023/12/3 17:30,7379,14.59,84.679,1.101,,7.119,111.231,8.028,35.341,53.646,1.201
2023/12/3 18:00,7380,9.28,201.551,0.501,,7.048,110.141,8.034,35.344,53.65,0.578
2023/12/3 18:30,7381,19.604,242.947,1.544,,7.013,109.282,8,35.381,53.692,1.148
2023/12/3 19:00,7382,1.202,259.727,1.313,,7.244,,8.036,35.327,53.618,0.779
2023/12/3 19:30,7383,14.031,325.768,0.865,,6.986,108.733,8.03,35.333,53.625,0.507
2023/12/3 20:00,7384,17.523,270.237,1.346,27.976,7.132,110.876,8.041,35.344,53.637,0.532
2023/12/3 20:30,7385,34.466,293.697,0.779,27.963,6.868,106.746,8.026,35.339,53.629,0.814
2023/12/3 21:00,7386,4.691,236.856,0.639,27.92,6.72,104.368,8.009,35.341,53.63,0.626
2023/12/3 21:30,7387,12.918,80.566,0.918,27.899,6.485,100.682,7.988,35.347,53.637,0.675
2023/12/3 22:00,7388,2.55,176.751,0.221,27.861,,,7.957,35.346,53.635,0.37
2023/12/3 22:30,7389,2.686,143.48,,27.812,,,7.946,35.35,53.638,0.374
2023/12/3 23:00,7390,32.292,154.818,0.915,27.741,6.277,97.192,7.995,35.322,53.597,0.365
2023/12/3 23:30,7391,26.95,196.237,0.502,27.759,6.8,105.318,8.027,35.31,53.582,0.619
2023/12/4 0:00,7392,35.6,147.12,0.623,27.77,6.278,97.26,8.025,35.319,53.594,0.429
2023/12/4 0:30,7393,27.278,94.873,0.758,27.77,6.806,105.413,8.032,35.285,53.548,0.538
2023/12/4 1:00,7394,20.081,29.903,0.419,27.814,6.735,104.389,8.021,35.291,53.558,0.628
2023/12/4 1:30,7395,14.221,54.838,0.529,27.808,6.685,103.619,8.023,35.289,53.555,0.535
2023/12/4 2:00,7396,10.195,39.491,0.275,27.801,6.719,104.122,8.016,35.285,53.551,0.662
2023/12/4 2:30,7397,14.477,21.146,0.27,27.783,6.405,99.223,7.999,35.287,53.552,0.581
2023/12/4 3:00,7398,23.826,43.308,0.157,27.715,,,7.972,35.286,53.548,0.463
2023/12/4 3:30,7399,43.715,18.037,0.335,27.674,6.176,95.52,8.012,35.297,53.561,0.499
2023/12/4 4:00,7400,7.894,280.192,0.116,27.637,6.089,94.109,8.003,35.295,53.557,0.542
2023/12/4 4:30,7401,47.975,346.76,0.122,27.568,,92.207,7.999,35.296,53.555,0.481
2023/12/4 5:00,7402,17.935,223.036,0.215,27.481,6.422,98.997,8.009,35.28,53.53,0.673
2023/12/4 5:30,7403,17.53,62.126,0.204,27.278,6.084,93.444,8.01,35.213,53.432,0.609
2023/12/4 6:00,7404,32.35,267.527,0.688,27.219,6.348,97.387,8.005,35.203,53.416,0.813
2023/12/4 6:30,7405,38.889,232.152,0.14,27.317,,,7.966,35.254,53.489,0.46
2023/12/4 7:00,7406,54.309,21.963,,27.34,,,7.978,35.27,53.511,0.543
2023/12/4 7:30,7407,31.344,301.258,0.244,27.372,,,7.975,35.266,53.507,0.423
2023/12/4 8:00,7408,18.307,60.902,0.726,27.508,6.669,102.832,8.022,35.262,53.508,1.008
2023/12/4 8:30,7409,26.011,312.659,1.301,27.674,6.665,103.04,8.023,35.221,53.458,0.959
2023/12/4 9:00,7410,26.129,2.487,0.454,27.868,6.772,105.037,8.022,35.255,53.512,0.91
2023/12/4 9:20,7411,14.007,277.799,0.304,27.975,6.883,106.955,8.018,35.262,53.525,1.373
2023/12/4 9:30,7412,33.386,48.635,0.174,,6.774,105.377,8.018,35.26,53.526,1.15
2023/12/4 9:40,7413,19.723,228.587,0.335,,6.816,106.153,8.02,35.264,53.534,1.163
2023/12/4 9:50,7414,17.199,211.501,0.24,,6.92,107.902,8.023,35.265,53.539,1.163
2023/12/4 9:50,7415,17.199,211.501,0.24,,6.92,107.902,8.023,35.265,53.539,1.163
2023/12/4 10:00,7416,10.89,111.736,1.069,,7.043,109.991,8.033,35.271,53.55,2.204
2023/12/4 10:10,7417,9.289,158.684,0.783,,7.072,110.54,8.031,35.279,53.564,1.364
2023/12/4 10:20,7418,21.299,1.584,1.428,,7.225,,8.041,35.281,53.567,1.428
2023/12/4 10:30,7419,29.536,199.088,1.373,,7.27,,8.042,35.287,53.576,1.553
2023/12/4 10:40,7420,4.958,247.281,1.027,,7.191,,8.038,35.294,53.588,1.481
2023/12/4 10:50,7421,4.817,51.603,1.213,,7.147,,8.033,35.295,53.592,1.299
2023/12/4 11:00,7422,23.679,287.18,1.102,,7.14,,8.035,35.299,53.603,1.468
2023/12/4 11:10,7423,8.702,125.788,0.901,,7.11,111.835,8.031,35.309,53.62,1.258
2023/12/4 11:20,7424,30.644,30.521,1.104,,7.225,,8.033,35.307,53.62,1.274
2023/12/4 11:30,7425,44.742,53.342,1.62,,7.334,,8.039,35.299,53.612,1.58
2023/12/4 11:40,7426,6.99,45.222,1.753,,7.318,,8.041,35.307,53.623,1.689
2023/12/4 11:50,7427,20.814,6.658,2.452,,7.35,,8.039,35.309,53.627,1.796
2023/12/4 12:00,7428,11.03,18.253,3.753,,7.45,,8.045,35.316,53.635,2.196
2023/12/4 12:10,7429,38.975,80.033,3.564,,7.328,,8.034,35.316,53.637,1.86
2023/12/4 12:20,7430,16.135,36.858,4.326,,7.292,,8.033,35.32,53.643,2.158
2023/12/4 12:30,7431,13.819,136.506,5.423,,7.441,,8.044,35.328,53.653,2.202
2023/12/4 12:40,7432,20.745,232.348,6.816,,7.459,,8.051,35.355,53.693,2.343
2023/12/4 12:50,7433,28.974,162.214,6.531,,7.504,,8.052,35.367,53.712,2.293
2023/12/4 13:00,7434,3.372,77.857,7.356,,7.634,,8.058,35.379,53.73,2.39
2023/12/4 13:10,7435,16.31,62.329,6.79,,7.623,,8.056,35.39,53.745,2.292
2023/12/4 13:20,7436,20.145,161.195,7.134,,7.441,,8.047,35.395,53.754,2.235
2023/12/4 13:30,7437,14.78,123.383,4.608,,7.335,,8.039,35.396,53.757,2.021
2023/12/4 13:40,7438,33.554,130.131,5.501,,7.318,,8.038,35.4,53.763,1.981
2023/12/4 13:50,7439,13.334,137.727,5.078,,7.251,,8.035,35.396,53.755,2.019
